start;end;pitch;pitchclass;instrument
97.3400;98.5220;54;6;"piano"
97.3400;98.6000;50;2;"piano"
97.3400;98.6000;45;9;"piano"
97.7650;98.5510;60;0;"piano"
98.6000;99.9500;62;2;"voice"
98.6000;102.3000;55;7;"piano"
98.6000;102.3000;58;10;"piano"
98.6000;102.3000;43;7;"piano"
98.6000;102.3000;50;2;"piano"
99.9500;100.6400;58;10;"voice"
100.6400;101.5800;58;10;"voice"
101.5800;102.3000;58;10;"voice"
102.3000;103.3900;60;0;"voice"
102.9600;103.8200;55;7;"piano"
102.9600;103.8200;58;10;"piano"
102.9600;103.8200;43;7;"piano"
102.9600;103.8200;50;2;"piano"
103.3900;103.8200;58;10;"voice"
103.8200;106.6500;57;9;"voice"
103.8200;104.5000;54;6;"piano"
103.8200;104.5000;57;9;"piano"
103.8200;104.5000;50;2;"piano"
104.5000;105.2300;54;6;"piano"
104.5000;105.2200;57;9;"piano"
104.5000;105.2200;50;2;"piano"
105.2200;105.9200;53;5;"piano"
105.2200;105.9200;57;9;"piano"
105.2200;105.9300;50;2;"piano"
105.9200;106.6700;51;3;"piano"
105.9200;106.6500;53;5;"piano"
105.9200;106.6700;57;9;"piano"
105.9200;106.6700;48;0;"piano"
106.6500;107.4300;50;2;"piano"
106.6500;107.4200;53;5;"piano"
106.6500;107.4200;58;10;"piano"
106.6500;107.4200;46;10;"piano"
107.4200;108.7000;62;2;"voice"
107.4200;108.5500;53;5;"piano"
107.4200;108.5500;58;10;"piano"
107.4200;108.5500;62;2;"piano"
107.4200;108.5500;46;10;"piano"
108.7000;109.9700;62;2;"voice"
108.7000;109.9800;58;10;"piano"
108.7000;109.9800;62;2;"piano"
108.7000;111.0000;53;5;"piano"
108.7000;109.9800;46;10;"piano"
109.9700;111.1000;60;0;"voice"
109.9700;111.0800;57;9;"piano"
109.9700;111.0800;60;0;"piano"
109.9700;111.0800;41;5;"piano"
111.1000;112.6400;60;0;"voice"
111.1000;112.6700;53;5;"piano"
111.1000;112.6700;57;9;"piano"
111.1000;112.6700;60;0;"piano"
111.1000;112.6700;41;5;"piano"
112.6400;113.8000;62;2;"voice"
112.6400;113.2300;56;8;"piano"
112.6400;113.2300;58;10;"piano"
112.6400;113.2300;62;2;"piano"
112.6400;113.2300;46;10;"piano"
113.8000;115.4100;63;3;"voice"
113.8000;115.4100;55;7;"piano"
113.8000;115.4100;63;3;"piano"
113.8000;118.3600;58;10;"piano"
113.8000;115.4200;39;3;"piano"
115.4100;118.3600;62;2;"voice"
115.4100;118.3600;53;5;"piano"
115.4100;118.3600;62;2;"piano"
115.4100;118.3300;46;10;"piano"
118.3600;120.0000;62;2;"voice"
118.3600;120.0000;53;5;"piano"
118.3600;120.0000;58;10;"piano"
118.3600;120.0000;62;2;"piano"
118.3600;120.0000;46;10;"piano"
120.0000;121.4200;62;2;"voice"
120.0000;121.4200;58;10;"piano"
120.0000;121.4200;62;2;"piano"
120.0000;121.4200;46;10;"piano"
121.4200;122.8100;62;2;"voice"
121.4200;122.8300;62;2;"piano"
121.4200;123.3400;57;9;"piano"
121.4200;123.3400;42;6;"piano"
121.4200;123.3200;50;2;"piano"
122.8100;123.3200;60;0;"voice"
122.8100;123.3200;60;0;"piano"
123.3200;126.0200;58;10;"voice"
123.3200;125.6800;58;10;"piano"
123.3200;125.6800;55;7;"piano"
123.3200;125.6800;43;7;"piano"
123.3200;125.6800;50;2;"piano"
126.0200;127.3400;58;10;"voice"
126.0200;127.3400;55;7;"piano"
126.0200;127.3400;58;10;"piano"
126.0200;127.3400;43;7;"piano"
126.0200;127.3400;50;2;"piano"
127.3400;128.4100;58;10;"voice"
127.3400;128.4200;58;10;"piano"
127.3400;129.3200;54;6;"piano"
127.3400;129.3400;38;2;"piano"
127.3400;129.3400;48;0;"piano"
128.4100;129.3000;57;9;"voice"
128.4100;129.3000;57;9;"piano"
129.3000;130.3000;55;7;"voice"
129.3000;130.7200;55;7;"piano"
129.3000;130.6500;39;3;"piano"
129.3000;130.6500;46;10;"piano"
131.6600;132.9200;55;7;"piano"
131.6600;132.9200;58;10;"piano"
131.6600;132.9200;39;3;"piano"
131.6600;132.9200;46;10;"piano"
132.9200;133.9500;58;10;"piano"
132.9200;134.4000;54;6;"piano"
132.9200;134.4000;38;2;"piano"
132.9200;134.4000;48;0;"piano"
133.9300;134.3800;57;9;"piano"
134.3800;135.1900;55;7;"piano"
134.3800;135.1900;46;10;"piano"
134.3800;138.2400;39;3;"piano"
135.1800;136.0900;54;6;"piano"
135.1800;136.0900;45;9;"piano"
136.0800;137.0500;55;7;"piano"
136.0800;137.0500;43;7;"piano"
137.0400;138.2100;48;0;"piano"
137.0400;138.2100;45;9;"piano"
138.2000;140.1000;50;2;"piano"
138.2000;140.1000;38;2;"piano"
138.2000;140.1000;42;6;"piano"
141.5000;142.9200;59;11;"voice"
141.5000;142.9200;50;2;"piano"
141.5000;142.9200;55;7;"piano"
141.5000;142.9200;59;11;"piano"
141.5000;142.9200;43;7;"piano"
142.9200;144.1700;59;11;"voice"
142.9200;144.1800;55;7;"piano"
142.9200;144.1800;59;11;"piano"
142.9200;144.3700;50;2;"piano"
142.9200;144.1800;43;7;"piano"
144.1700;144.8800;57;9;"voice"
144.1700;144.8600;54;6;"piano"
144.1700;144.8600;57;9;"piano"
144.1700;144.8600;38;2;"piano"
144.8800;147.1800;57;9;"voice"
144.8800;147.2100;50;2;"piano"
144.8800;147.2100;54;6;"piano"
144.8800;147.2100;57;9;"piano"
144.8800;147.2100;38;2;"piano"
147.1800;148.5800;59;11;"voice"
147.1800;147.8400;53;5;"piano"
147.1800;147.8400;55;7;"piano"
147.1800;147.8400;59;11;"piano"
147.1800;147.8400;43;7;"piano"
148.5800;150.3500;60;0;"voice"
148.5800;150.3600;52;4;"piano"
148.5800;150.3500;55;7;"piano"
148.5800;150.3600;60;0;"piano"
148.5800;150.3600;36;0;"piano"
150.3500;151.3800;59;11;"voice"
150.3500;151.1500;50;2;"piano"
150.3500;151.1500;55;7;"piano"
150.3500;151.1500;59;11;"piano"
150.3500;151.1500;43;7;"piano"
151.3800;154.0600;59;11;"voice"
151.3800;154.0600;50;2;"piano"
151.3800;154.0600;55;7;"piano"
151.3800;154.0600;59;11;"piano"
151.3800;154.0600;43;7;"piano"
154.0600;155.3400;59;11;"voice"
154.0600;155.3400;50;2;"piano"
154.0600;155.3400;55;7;"piano"
154.0600;155.3400;59;11;"piano"
154.0600;155.3400;43;7;"piano"
155.3400;156.9500;59;11;"voice"
155.3400;156.9600;59;11;"piano"
155.3400;157.7000;54;6;"piano"
155.3400;157.7000;39;3;"piano"
155.3400;157.6800;47;11;"piano"
156.9500;157.6800;57;9;"voice"
156.9500;157.6800;57;9;"piano"
157.6800;159.0700;55;7;"voice"
157.6800;159.6100;55;7;"piano"
157.6800;159.6100;52;4;"piano"
157.6800;159.6100;40;4;"piano"
157.6800;159.6100;47;11;"piano"
159.0700;160.5800;57;9;"voice"
160.3000;161.5400;55;7;"piano"
160.3000;161.5400;59;11;"piano"
160.3000;161.5400;40;4;"piano"
160.3000;161.5400;47;11;"piano"
160.6000;161.5400;59;11;"voice"
161.5400;163.2300;59;11;"voice"
161.5400;163.2400;59;11;"piano"
161.5400;163.8400;50;2;"piano"
161.5400;163.8600;54;6;"piano"
161.5400;163.8800;38;2;"piano"
161.5400;163.8800;48;0;"piano"
163.2300;163.8400;57;9;"voice"
163.2300;163.8400;57;9;"piano"
163.8400;165.5000;55;7;"voice"
163.8400;166.2000;55;7;"piano"
163.8400;166.2000;50;2;"piano"
163.8400;166.1000;43;7;"piano"
163.8400;166.1000;47;11;"piano"
166.8600;167.8800;55;7;"piano"
166.8600;167.8800;59;11;"piano"
166.8600;167.8800;40;4;"piano"
166.8600;167.8800;47;11;"piano"
167.8800;169.3700;59;11;"piano"
167.8800;169.5700;54;6;"piano"
167.8800;169.3700;39;3;"piano"
167.8800;169.3700;47;11;"piano"
169.3500;169.8600;60;0;"piano"
169.3500;169.8600;38;2;"piano"
169.3500;169.8600;45;9;"piano"
169.9800;172.5700;54;6;"piano"
169.9800;172.5700;60;0;"piano"
169.9800;172.5700;38;2;"piano"
169.9800;172.5700;45;9;"piano"
172.5400;173.2500;50;2;"piano"
172.5400;173.2500;55;7;"piano"
172.5400;173.2500;59;11;"piano"
172.5400;173.2500;43;7;"piano"
172.5400;173.2500;47;11;"piano"
173.8200;175.3300;59;11;"piano"
173.8200;175.7400;50;2;"piano"
173.8200;175.7600;54;6;"piano"
173.8200;175.7800;38;2;"piano"
173.8200;175.7800;48;0;"piano"
175.2300;175.7400;57;9;"piano"
175.7400;177.1600;55;7;"piano"
175.7400;177.1600;50;2;"piano"
175.7400;177.0900;43;7;"piano"
175.7400;177.0900;47;11;"piano"
178.2800;179.4600;55;7;"piano"
178.2800;179.4600;59;11;"piano"
178.2800;179.4600;43;7;"piano"
178.2800;179.4600;50;2;"piano"
179.4600;183.0600;59;11;"piano"
179.4600;183.3000;50;2;"piano"
179.4600;183.3200;54;6;"piano"
179.4600;183.3400;38;2;"piano"
179.4600;183.3400;48;0;"piano"
183.0500;183.3000;57;9;"piano"
183.3000;184.4900;55;7;"piano"
183.3000;184.4900;50;2;"piano"
183.3000;184.2000;43;7;"piano"
183.3000;184.2000;47;11;"piano"
