start;end;pitch;pitchclass;instrument
20.4600;22.6820;55;7;"piano"
20.4600;22.6820;50;2;"piano"
20.4600;22.5250;43;7;"piano"
20.4600;22.5250;47;11;"piano"
23.6800;25.4600;59;11;"voice"
23.6800;25.4600;50;2;"piano"
23.6800;25.4600;55;7;"piano"
23.6800;25.4600;59;11;"piano"
23.6800;25.4600;43;7;"piano"
25.4600;26.2100;59;11;"voice"
25.4600;26.2210;55;7;"piano"
25.4600;26.2210;59;11;"piano"
25.4600;26.4090;50;2;"piano"
25.4600;26.2210;43;7;"piano"
26.2100;26.7400;57;9;"voice"
26.2100;26.6460;54;6;"piano"
26.2100;26.6460;57;9;"piano"
26.2100;26.6460;38;2;"piano"
26.7400;27.9200;57;9;"voice"
26.7400;28.9470;50;2;"piano"
26.7400;28.9470;54;6;"piano"
26.7400;28.9470;57;9;"piano"
26.7400;28.9470;38;2;"piano"
27.9200;28.9200;57;9;"voice"
28.9200;29.8700;59;11;"voice"
28.9200;29.6960;53;5;"piano"
28.9200;29.6960;55;7;"piano"
28.9200;29.6960;59;11;"piano"
28.9200;29.6960;43;7;"piano"
29.8700;31.1500;60;0;"voice"
29.8700;31.1610;52;4;"piano"
29.8700;31.1500;55;7;"piano"
29.8700;31.1610;60;0;"piano"
29.8700;31.1610;36;0;"piano"
31.1500;31.7600;59;11;"voice"
31.1500;31.6710;50;2;"piano"
31.1500;31.6710;55;7;"piano"
31.1500;31.6710;59;11;"piano"
31.1500;31.6710;43;7;"piano"
31.7600;34.5400;59;11;"voice"
31.7600;34.5400;50;2;"piano"
31.7600;34.5400;55;7;"piano"
31.7600;34.5400;59;11;"piano"
31.7600;34.5400;43;7;"piano"
34.5400;35.4600;59;11;"voice"
34.5400;35.4600;50;2;"piano"
34.5400;35.4600;55;7;"piano"
34.5400;35.4600;59;11;"piano"
34.5400;35.4600;43;7;"piano"
35.4600;36.7700;59;11;"voice"
35.4600;36.7810;59;11;"piano"
35.4600;37.3200;50;2;"piano"
35.4600;37.3400;54;6;"piano"
35.4600;37.3600;38;2;"piano"
35.4600;37.3600;48;0;"piano"
36.7700;37.3200;57;9;"voice"
36.7700;37.3240;57;9;"piano"
37.3200;39.3120;55;7;"voice"
37.3200;39.4260;55;7;"piano"
37.3200;39.4260;50;2;"piano"
37.3200;39.3280;43;7;"piano"
37.3200;39.3280;47;11;"piano"
39.3120;39.6850;57;9;"voice"
39.5400;40.6800;50;2;"piano"
39.5400;40.6800;55;7;"piano"
39.5400;40.6800;59;11;"piano"
39.5400;40.6800;43;7;"piano"
39.7050;40.6800;59;11;"voice"
40.6800;41.9700;59;11;"voice"
40.6800;41.9810;59;11;"piano"
40.6800;42.5800;50;2;"piano"
40.6800;42.6000;54;6;"piano"
40.6800;42.6200;38;2;"piano"
40.6800;42.6200;48;0;"piano"
41.9700;42.5800;57;9;"voice"
41.9700;42.5840;57;9;"piano"
42.5800;43.5800;55;7;"voice"
42.5800;44.6420;55;7;"piano"
42.5800;44.6420;50;2;"piano"
42.5800;44.5010;43;7;"piano"
42.5800;44.5010;47;11;"piano"
44.8200;45.7500;59;11;"piano"
44.8200;45.7500;62;2;"piano"
44.8200;45.7500;43;7;"piano"
44.8200;45.7500;50;2;"piano"
45.7500;47.1440;59;11;"piano"
45.7500;47.1440;62;2;"piano"
45.7500;47.7200;54;6;"piano"
45.7500;47.7200;38;2;"piano"
45.7500;47.6800;50;2;"piano"
47.1100;47.6930;57;9;"piano"
47.1100;47.6930;60;0;"piano"
47.6800;49.1220;59;11;"piano"
47.6800;49.1220;55;7;"piano"
47.6800;49.1220;43;7;"piano"
47.6800;49.1220;50;2;"piano"
50.4400;51.3400;59;11;"voice"
50.4400;51.3400;52;4;"piano"
50.4400;51.3400;55;7;"piano"
50.4400;51.3400;59;11;"piano"
50.4400;51.3400;40;4;"piano"
51.3400;52.3700;59;11;"voice"
51.3400;52.3700;52;4;"piano"
51.3400;52.3810;55;7;"piano"
51.3400;52.3810;59;11;"piano"
51.3400;52.3810;40;4;"piano"
52.3700;52.9600;57;9;"voice"
52.3700;52.8770;52;4;"piano"
52.3700;52.8770;57;9;"piano"
52.3700;52.8770;36;0;"piano"
52.3700;52.8770;48;0;"piano"
52.9600;54.9400;57;9;"voice"
52.9600;54.9400;52;4;"piano"
52.9600;54.9400;57;9;"piano"
52.9600;54.9400;36;0;"piano"
52.9600;54.9400;48;0;"piano"
54.9400;55.9600;59;11;"voice"
54.9400;55.9600;52;4;"piano"
54.9400;55.9600;56;8;"piano"
54.9400;55.9600;59;11;"piano"
54.9400;55.9600;35;11;"piano"
54.9400;55.9600;47;11;"piano"
55.9600;57.1500;60;0;"voice"
55.9600;57.1610;57;9;"piano"
55.9600;57.1610;60;0;"piano"
55.9600;57.5260;52;4;"piano"
55.9600;57.1610;33;9;"piano"
55.9600;57.1610;45;9;"piano"
57.1500;57.6800;59;11;"voice"
57.1500;57.6360;55;7;"piano"
57.1500;57.6360;59;11;"piano"
57.1500;57.6360;40;4;"piano"
57.6800;60.4600;59;11;"voice"
57.6800;60.4600;52;4;"piano"
57.6800;60.4600;55;7;"piano"
57.6800;60.4600;59;11;"piano"
57.6800;60.4600;40;4;"piano"
60.4600;61.3800;59;11;"voice"
60.4600;61.3800;55;7;"piano"
60.4600;61.3800;59;11;"piano"
60.4600;61.3800;40;4;"piano"
60.4600;61.3800;47;11;"piano"
61.3800;62.5700;59;11;"voice"
61.3800;62.5810;59;11;"piano"
61.3800;63.1400;54;6;"piano"
61.3800;63.1400;39;3;"piano"
61.3800;63.1200;47;11;"piano"
62.5700;63.1200;57;9;"voice"
62.5700;63.1240;57;9;"piano"
63.1200;65.0720;55;7;"voice"
63.1200;65.2620;55;7;"piano"
63.1200;65.2620;52;4;"piano"
63.1200;65.2620;40;4;"piano"
63.1200;65.2620;47;11;"piano"
65.0720;65.4850;57;9;"voice"
65.3400;66.5200;55;7;"piano"
65.3400;66.5200;59;11;"piano"
65.3400;66.5200;40;4;"piano"
65.3400;66.5200;47;11;"piano"
65.5050;66.5200;59;11;"voice"
66.5200;67.9700;59;11;"voice"
66.5200;68.0040;59;11;"piano"
66.5200;68.5600;50;2;"piano"
66.5200;68.5800;54;6;"piano"
66.5200;68.6000;38;2;"piano"
66.5200;68.6000;48;0;"piano"
67.9700;68.5600;57;9;"voice"
67.9700;68.5640;57;9;"piano"
68.5600;69.5800;55;7;"voice"
68.5600;70.1620;55;7;"piano"
68.5600;70.1620;50;2;"piano"
68.5600;70.0710;43;7;"piano"
68.5600;70.0710;47;11;"piano"
70.2400;71.5900;55;7;"piano"
70.2400;71.5900;59;11;"piano"
70.2400;71.5900;40;4;"piano"
70.2400;71.5900;47;11;"piano"
71.5900;72.7410;59;11;"piano"
71.5900;72.9290;54;6;"piano"
71.5900;72.7410;39;3;"piano"
71.5900;72.7410;47;11;"piano"
72.7300;73.1480;60;0;"piano"
72.7300;73.1480;38;2;"piano"
72.7300;73.1480;45;9;"piano"
73.2200;76.4550;54;6;"piano"
73.2200;76.4550;60;0;"piano"
73.2200;76.4550;38;2;"piano"
73.2200;76.4550;45;9;"piano"
76.3600;76.9800;50;2;"piano"
76.3600;76.9800;55;7;"piano"
76.3600;76.9800;59;11;"piano"
76.3600;76.9800;43;7;"piano"
76.3600;76.9800;47;11;"piano"
77.2800;78.7160;59;11;"piano"
77.2800;79.2200;50;2;"piano"
77.2800;79.2400;54;6;"piano"
77.2800;79.2600;38;2;"piano"
77.2800;79.2600;48;0;"piano"
78.5900;79.2240;57;9;"piano"
79.2200;80.9290;55;7;"piano"
79.2200;80.9290;50;2;"piano"
79.2200;80.8350;43;7;"piano"
79.2200;80.8350;47;11;"piano"
83.0800;84.1000;55;7;"voice"
84.1000;84.6000;58;10;"voice"
84.1000;86.6800;50;2;"piano"
84.1000;86.6800;55;7;"piano"
84.1000;86.6800;58;10;"piano"
84.1000;86.6800;43;7;"piano"
84.6000;85.3200;58;10;"voice"
85.3200;85.9600;58;10;"voice"
85.9600;86.6800;58;10;"voice"
86.6800;87.8760;58;10;"voice"
87.8720;88.1850;57;9;"voice"
88.0400;88.7400;50;2;"piano"
88.0400;88.7400;55;7;"piano"
88.0400;88.7400;43;7;"piano"
88.0400;88.7400;46;10;"piano"
88.2050;88.7400;55;7;"voice"
88.7400;91.7800;57;9;"voice"
88.7400;89.5200;54;6;"piano"
88.7400;89.5200;57;9;"piano"
88.7400;89.5200;38;2;"piano"
88.7400;89.5200;50;2;"piano"
89.5200;90.1800;54;6;"piano"
89.5200;90.1800;57;9;"piano"
89.5200;90.1800;38;2;"piano"
89.5200;90.1800;50;2;"piano"
90.1800;90.7200;54;6;"piano"
90.1800;90.7200;57;9;"piano"
90.1800;90.7200;38;2;"piano"
90.1800;90.7200;50;2;"piano"
90.7200;91.3600;54;6;"piano"
90.7200;91.3600;57;9;"piano"
90.7200;91.3600;38;2;"piano"
90.7200;91.3600;50;2;"piano"
91.7800;92.1160;57;9;"piano"
91.7800;92.2800;54;6;"piano"
91.7800;92.2800;50;2;"piano"
91.7800;92.2800;38;2;"piano"
92.1120;92.4480;62;2;"piano"
92.2800;93.2800;62;2;"voice"
92.2800;92.8260;54;6;"piano"
92.2800;93.2800;50;2;"piano"
92.2800;93.2800;45;9;"piano"
92.4450;93.0150;60;0;"piano"
93.2800;94.0900;62;2;"voice"
93.2800;95.6600;55;7;"piano"
93.2800;95.6600;58;10;"piano"
93.2800;95.6600;43;7;"piano"
93.2800;95.6600;50;2;"piano"
94.0900;94.3400;58;10;"voice"
94.3400;94.8400;58;10;"voice"
94.8400;95.6600;58;10;"voice"
95.6600;96.8900;60;0;"voice"
96.3200;97.2400;55;7;"piano"
96.3200;97.2400;58;10;"piano"
96.3200;97.2400;43;7;"piano"
96.3200;97.2400;50;2;"piano"
96.8900;97.2400;58;10;"voice"
97.2400;99.6600;57;9;"voice"
97.2400;97.8200;54;6;"piano"
97.2400;97.8200;57;9;"piano"
97.2400;97.8200;50;2;"piano"
97.8200;98.4680;54;6;"piano"
97.8200;98.4600;57;9;"piano"
97.8200;98.4600;50;2;"piano"
98.4600;99.1000;53;5;"piano"
98.4600;99.1000;57;9;"piano"
98.4600;99.1080;50;2;"piano"
99.1000;99.6850;51;3;"piano"
99.1000;99.6600;53;5;"piano"
99.1000;99.6850;57;9;"piano"
99.1000;99.6850;48;0;"piano"
99.6600;100.3500;50;2;"piano"
99.6600;100.3400;53;5;"piano"
99.6600;100.3400;58;10;"piano"
99.6600;100.3400;46;10;"piano"
100.3400;101.2200;62;2;"voice"
100.3400;101.0200;53;5;"piano"
100.3400;101.0200;58;10;"piano"
100.3400;101.0200;62;2;"piano"
100.3400;101.0200;46;10;"piano"
101.2200;102.0900;62;2;"voice"
101.2200;102.1000;58;10;"piano"
101.2200;102.1000;62;2;"piano"
101.2200;103.0000;53;5;"piano"
101.2200;102.1000;46;10;"piano"
102.0900;103.0800;60;0;"voice"
102.0900;103.0600;57;9;"piano"
102.0900;103.0600;60;0;"piano"
102.0900;103.0600;41;5;"piano"
103.0800;104.9600;60;0;"voice"
103.0800;104.9900;53;5;"piano"
103.0800;104.9900;57;9;"piano"
103.0800;104.9900;60;0;"piano"
103.0800;104.9900;41;5;"piano"
104.9600;105.9600;62;2;"voice"
104.9600;105.9300;56;8;"piano"
104.9600;105.9300;58;10;"piano"
104.9600;105.9300;62;2;"piano"
104.9600;105.9300;46;10;"piano"
105.9600;107.2500;63;3;"voice"
105.9600;107.2500;55;7;"piano"
105.9600;107.2500;63;3;"piano"
105.9600;109.3000;58;10;"piano"
105.9600;107.2600;39;3;"piano"
107.2500;109.3000;62;2;"voice"
107.2500;109.3000;53;5;"piano"
107.2500;109.3000;62;2;"piano"
107.2500;109.2800;46;10;"piano"
109.3000;111.1200;62;2;"voice"
109.3000;111.1200;53;5;"piano"
109.3000;111.1200;58;10;"piano"
109.3000;111.1200;62;2;"piano"
109.3000;111.1200;46;10;"piano"
111.1200;112.2600;62;2;"voice"
111.1200;112.2600;58;10;"piano"
111.1200;112.2600;62;2;"piano"
111.1200;112.2600;46;10;"piano"
112.2600;113.4900;62;2;"voice"
112.2600;113.5000;62;2;"piano"
112.2600;114.1000;57;9;"piano"
112.2600;114.1000;42;6;"piano"
112.2600;114.0800;50;2;"piano"
113.4900;114.0800;60;0;"voice"
113.4900;114.0800;60;0;"piano"
114.0800;116.8400;58;10;"voice"
114.0800;116.0100;58;10;"piano"
114.0800;116.0100;55;7;"piano"
114.0800;116.0100;43;7;"piano"
114.0800;116.0100;50;2;"piano"
116.8400;117.5000;58;10;"voice"
116.8400;117.5000;55;7;"piano"
116.8400;117.5000;58;10;"piano"
116.8400;117.5000;43;7;"piano"
116.8400;117.5000;50;2;"piano"
117.5000;119.0700;58;10;"voice"
117.5000;119.0900;58;10;"piano"
117.5000;119.7400;54;6;"piano"
117.5000;119.7600;38;2;"piano"
117.5000;119.7600;48;0;"piano"
119.0700;119.7200;57;9;"voice"
119.0700;119.7200;57;9;"piano"
119.7200;121.2000;55;7;"voice"
119.7200;121.6600;55;7;"piano"
119.7200;121.5500;39;3;"piano"
119.7200;121.5500;46;10;"piano"
122.8000;123.8000;55;7;"piano"
122.8000;123.8000;58;10;"piano"
122.8000;123.8000;39;3;"piano"
122.8000;123.8000;46;10;"piano"
123.8000;125.3000;58;10;"piano"
123.8000;125.7600;54;6;"piano"
123.8000;125.7600;38;2;"piano"
123.8000;125.7600;48;0;"piano"
125.2700;125.7400;57;9;"piano"
125.7400;126.5800;55;7;"piano"
125.7400;126.5800;46;10;"piano"
125.7400;130.4000;39;3;"piano"
126.5500;127.4500;54;6;"piano"
126.5500;127.4500;45;9;"piano"
127.4400;128.5900;55;7;"piano"
127.4400;128.5900;43;7;"piano"
128.5800;130.3700;48;0;"piano"
128.5800;130.3700;45;9;"piano"
130.3600;132.4200;50;2;"piano"
130.3600;132.4200;38;2;"piano"
130.3600;132.4200;42;6;"piano"
135.8600;137.4600;59;11;"voice"
135.8600;137.4600;50;2;"piano"
135.8600;137.4600;55;7;"piano"
135.8600;137.4600;59;11;"piano"
135.8600;137.4600;43;7;"piano"
137.4600;138.2900;59;11;"voice"
137.4600;138.3000;55;7;"piano"
137.4600;138.3000;59;11;"piano"
137.4600;138.4900;50;2;"piano"
137.4600;138.3000;43;7;"piano"
138.2900;138.8400;57;9;"voice"
138.2900;138.7400;54;6;"piano"
138.2900;138.7400;57;9;"piano"
138.2900;138.7400;38;2;"piano"
138.8400;141.0200;57;9;"voice"
138.8400;141.0500;50;2;"piano"
138.8400;141.0500;54;6;"piano"
138.8400;141.0500;57;9;"piano"
138.8400;141.0500;38;2;"piano"
141.0200;142.0400;59;11;"voice"
141.0200;141.8300;53;5;"piano"
141.0200;141.8300;55;7;"piano"
141.0200;141.8300;59;11;"piano"
141.0200;141.8300;43;7;"piano"
142.0400;143.3300;60;0;"voice"
142.0400;143.3400;52;4;"piano"
142.0400;143.3300;55;7;"piano"
142.0400;143.3400;60;0;"piano"
142.0400;143.3400;36;0;"piano"
143.3300;144.2600;59;11;"voice"
143.3300;144.0900;50;2;"piano"
143.3300;144.0900;55;7;"piano"
143.3300;144.0900;59;11;"piano"
143.3300;144.0900;43;7;"piano"
144.2600;147.0200;59;11;"voice"
144.2600;147.0200;50;2;"piano"
144.2600;147.0200;55;7;"piano"
144.2600;147.0200;59;11;"piano"
144.2600;147.0200;43;7;"piano"
147.0200;147.7600;59;11;"voice"
147.0200;147.7600;50;2;"piano"
147.0200;147.7600;55;7;"piano"
147.0200;147.7600;59;11;"piano"
147.0200;147.7600;43;7;"piano"
147.7600;149.1500;59;11;"voice"
147.7600;149.1600;59;11;"piano"
147.7600;149.7600;54;6;"piano"
147.7600;149.7600;39;3;"piano"
147.7600;149.7400;47;11;"piano"
149.1500;149.7400;57;9;"voice"
149.1500;149.7400;57;9;"piano"
149.7400;151.7300;55;7;"voice"
149.7400;151.8200;55;7;"piano"
149.7400;151.8200;52;4;"piano"
149.7400;151.8200;40;4;"piano"
149.7400;151.8200;47;11;"piano"
151.7300;152.0400;57;9;"voice"
151.9000;153.4200;55;7;"piano"
151.9000;153.4200;59;11;"piano"
151.9000;153.4200;40;4;"piano"
151.9000;153.4200;47;11;"piano"
152.0600;153.4200;59;11;"voice"
153.4200;154.8500;59;11;"voice"
153.4200;154.8700;59;11;"piano"
153.4200;155.4000;50;2;"piano"
153.4200;155.4200;54;6;"piano"
153.4200;155.4400;38;2;"piano"
153.4200;155.4400;48;0;"piano"
154.8500;155.4000;57;9;"voice"
154.8500;155.4000;57;9;"piano"
155.4000;156.4000;55;7;"voice"
155.4000;157.8800;55;7;"piano"
155.4000;157.8800;50;2;"piano"
155.4000;157.7000;43;7;"piano"
155.4000;157.7000;47;11;"piano"
158.0800;159.0800;55;7;"piano"
158.0800;159.0800;59;11;"piano"
158.0800;159.0800;40;4;"piano"
158.0800;159.0800;47;11;"piano"
159.0800;160.1800;59;11;"piano"
159.0800;160.3700;54;6;"piano"
159.0800;160.1800;39;3;"piano"
159.0800;160.1800;47;11;"piano"
160.1700;160.6300;60;0;"piano"
160.1700;160.6300;38;2;"piano"
160.1700;160.6300;45;9;"piano"
160.7400;164.3000;54;6;"piano"
160.7400;164.3000;60;0;"piano"
160.7400;164.3000;38;2;"piano"
160.7400;164.3000;45;9;"piano"
164.2600;164.8800;50;2;"piano"
164.2600;164.8800;55;7;"piano"
164.2600;164.8800;59;11;"piano"
164.2600;164.8800;43;7;"piano"
164.2600;164.8800;47;11;"piano"
165.2800;166.8600;59;11;"piano"
165.2800;167.3000;50;2;"piano"
165.2800;167.3200;54;6;"piano"
165.2800;167.3400;38;2;"piano"
165.2800;167.3400;48;0;"piano"
166.7500;167.3000;57;9;"piano"
167.3000;170.1200;55;7;"piano"
167.3000;170.1200;50;2;"piano"
167.3000;169.0800;43;7;"piano"
167.3000;169.0800;47;11;"piano"
170.3600;171.6600;55;7;"piano"
170.3600;171.6600;59;11;"piano"
170.3600;171.6600;43;7;"piano"
170.3600;171.6600;50;2;"piano"
171.6600;173.6000;59;11;"piano"
171.6600;174.4000;50;2;"piano"
171.6600;174.4200;54;6;"piano"
171.6600;174.4400;38;2;"piano"
171.6600;174.4400;48;0;"piano"
173.5900;174.4000;57;9;"piano"
174.4000;177.8500;55;7;"piano"
174.4000;177.8500;50;2;"piano"
174.4000;176.0400;43;7;"piano"
174.4000;176.0400;47;11;"piano"
