start;end;pitch;pitchclass;instrument
30.2720;30.3900;53;5;"voice"
30.2720;30.3900;57;9;"piano"
30.2790;30.3900;60;0;"piano"
30.2860;30.3900;65;5;"piano"
30.5400;30.6500;53;5;"voice"
30.6500;30.9550;54;6;"voice"
30.6500;30.9500;45;9;"piano"
30.7300;30.9500;48;0;"piano"
30.8090;30.9500;54;6;"piano"
30.9500;31.2340;60;0;"voice"
30.9500;31.2500;57;9;"piano"
31.0300;31.2500;60;0;"piano"
31.1090;31.2500;66;6;"piano"
31.2500;31.4700;54;6;"voice"
31.4700;31.7750;55;7;"voice"
31.4700;31.7700;46;10;"piano"
31.5500;31.7700;50;2;"piano"
31.6290;31.7700;55;7;"piano"
31.7700;32.0540;62;2;"voice"
31.7700;32.0700;58;10;"piano"
31.8500;32.0700;62;2;"piano"
31.9290;32.0700;67;7;"piano"
32.0700;32.3100;55;7;"voice"
32.3100;32.4620;54;6;"voice"
32.3100;32.6100;45;9;"piano"
32.3900;32.6100;48;0;"piano"
32.4600;32.6120;63;3;"voice"
32.4690;32.6100;54;6;"piano"
32.6100;32.7620;62;2;"voice"
32.6100;32.9100;57;9;"piano"
32.6900;32.9100;60;0;"piano"
32.7600;32.9010;60;0;"voice"
32.7690;32.9100;66;6;"piano"
32.9100;33.0620;58;10;"voice"
33.0600;33.2010;57;9;"voice"
33.2100;33.7900;55;7;"voice"
33.2100;33.5100;46;10;"piano"
33.2900;33.5100;50;2;"piano"
33.3690;33.5100;55;7;"piano"
33.5100;33.7900;58;10;"piano"
33.5700;33.7900;62;2;"piano"
33.6490;33.7900;67;7;"piano"
33.7900;34.0900;55;7;"voice"
34.0900;34.3950;55;7;"voice"
34.0900;34.9300;47;11;"piano"
34.0900;34.9300;53;5;"piano"
34.0900;34.9300;55;7;"piano"
34.3150;34.3900;68;8;"piano"
34.3900;34.6740;62;2;"voice"
34.3900;34.8990;67;7;"piano"
34.6900;34.9300;55;7;"voice"
34.9300;35.3870;63;3;"voice"
34.9300;35.7700;48;0;"piano"
34.9300;35.7700;51;3;"piano"
34.9300;35.7700;55;7;"piano"
35.1550;35.2300;68;8;"piano"
35.2300;35.7470;67;7;"piano"
35.3800;35.5210;62;2;"voice"
35.5300;35.7700;60;0;"voice"
35.7700;36.0750;58;10;"voice"
35.7700;36.6500;52;4;"piano"
35.7700;36.6500;58;10;"piano"
35.7700;36.6500;60;0;"piano"
35.9950;36.0700;73;1;"piano"
36.0700;36.2220;60;0;"voice"
36.0700;36.6190;72;0;"piano"
36.2200;36.3410;58;10;"voice"
36.3500;36.5020;56;8;"voice"
36.5000;36.6410;55;7;"voice"
36.6500;36.9300;53;5;"voice"
36.6500;37.4700;53;5;"piano"
36.6500;37.4700;56;8;"piano"
36.6500;37.4700;60;0;"piano"
36.8550;36.9300;73;1;"piano"
36.9300;37.2300;56;8;"voice"
36.9300;37.4390;72;0;"piano"
37.2300;37.4700;60;0;"voice"
37.4700;37.7750;60;0;"voice"
37.4700;38.0700;51;3;"piano"
37.4700;38.0700;60;0;"piano"
37.4700;38.0700;63;3;"piano"
37.7090;37.7700;72;0;"piano"
37.7700;38.0540;63;3;"voice"
37.7700;38.0540;84;0;"piano"
38.0700;38.3300;60;0;"voice"
38.3300;38.6350;60;0;"voice"
38.3300;38.9300;53;5;"piano"
38.3300;38.9300;60;0;"piano"
38.3300;38.9300;63;3;"piano"
38.5690;38.6300;72;0;"piano"
38.6300;38.9140;63;3;"voice"
38.6300;38.9140;84;0;"piano"
38.9300;39.1570;60;0;"voice"
39.1570;39.5470;60;0;"voice"
39.1570;39.6900;55;7;"piano"
39.1570;39.6900;60;0;"piano"
39.1570;39.6900;63;3;"piano"
39.3420;39.4100;79;7;"piano"
39.4100;39.6220;91;7;"piano"
39.5400;39.6810;62;2;"voice"
39.6220;39.6900;79;7;"piano"
39.6900;39.9900;59;11;"voice"
39.6900;39.9220;91;7;"piano"
39.6900;39.9900;55;7;"piano"
39.6900;39.9900;62;2;"piano"
39.6900;39.9900;65;5;"piano"
39.9220;39.9900;79;7;"piano"
39.9900;40.5900;60;0;"voice"
39.9900;40.2740;91;7;"piano"
39.9900;40.2900;60;0;"piano"
39.9900;40.2900;63;3;"piano"
40.4400;40.5920;62;2;"piano"
40.4400;40.5920;50;2;"piano"
40.5900;40.7260;66;6;"piano"
40.5900;40.7260;54;6;"piano"
40.7250;40.8120;69;9;"piano"
40.7250;40.8120;57;9;"piano"
40.8100;41.1150;72;0;"piano"
40.8100;41.1150;60;0;"piano"
41.1100;41.4150;69;9;"piano"
41.1100;41.4150;57;9;"piano"
41.4100;41.8350;66;6;"piano"
41.4100;41.8350;54;6;"piano"
41.8300;42.3570;62;2;"piano"
41.8300;42.3570;50;2;"piano"
42.3800;42.5320;75;3;"piano"
42.3800;42.5320;63;3;"piano"
42.5300;42.6820;74;2;"piano"
42.5300;42.6820;62;2;"piano"
42.6800;42.8420;75;3;"piano"
42.6800;42.8420;63;3;"piano"
42.8700;43.3670;74;2;"piano"
42.8700;43.3670;62;2;"piano"
43.3600;43.5120;72;0;"piano"
43.3600;43.5120;60;0;"piano"
43.5100;43.6620;69;9;"piano"
43.5100;43.6620;57;9;"piano"
43.6600;43.9310;66;6;"piano"
43.6600;43.9310;54;6;"piano"
43.9500;44.8700;62;2;"piano"
43.9500;44.8700;50;2;"piano"
44.8700;45.8300;50;2;"voice"
44.8700;45.8390;50;2;"piano"
44.8700;45.8390;38;2;"piano"
45.8300;46.0350;58;10;"voice"
45.8300;46.0070;58;10;"piano"
45.8300;46.0070;46;10;"piano"
46.0300;46.3140;57;9;"voice"
46.0300;46.3390;57;9;"piano"
46.0300;46.3390;45;9;"piano"
46.3300;46.6500;55;7;"voice"
46.3300;46.6590;55;7;"piano"
46.3300;46.6590;43;7;"piano"
46.6500;46.9550;54;6;"voice"
46.6500;46.9590;54;6;"piano"
46.6500;46.9590;42;6;"piano"
46.9500;47.2370;57;9;"voice"
46.9500;47.2790;57;9;"piano"
46.9500;47.2790;45;9;"piano"
47.2700;47.6100;58;10;"voice"
47.2700;47.5210;58;10;"piano"
47.2700;47.5210;46;10;"piano"
47.5210;47.6100;57;9;"piano"
47.5210;47.6100;45;9;"piano"
47.6100;47.8950;60;0;"voice"
47.6100;47.8670;60;0;"piano"
47.6100;47.8670;48;0;"piano"
47.8900;48.1340;58;10;"voice"
47.8900;48.1590;58;10;"piano"
47.8900;48.1590;46;10;"piano"
48.1500;48.4500;57;9;"voice"
48.1500;48.4590;57;9;"piano"
48.1500;48.4590;45;9;"piano"
48.4500;48.7550;55;7;"voice"
48.4500;48.7590;55;7;"piano"
48.4500;48.7590;43;7;"piano"
48.7500;49.0340;58;10;"voice"
48.7500;49.0590;58;10;"piano"
48.7500;49.0590;46;10;"piano"
49.0500;49.3700;60;0;"voice"
49.0500;49.3170;60;0;"piano"
49.0500;49.3170;48;0;"piano"
49.3700;49.6900;62;2;"voice"
49.3700;49.7000;62;2;"piano"
49.3700;49.7000;50;2;"piano"
49.6900;50.1500;60;0;"voice"
49.6900;50.1550;60;0;"piano"
49.6900;50.1550;48;0;"piano"
50.1500;50.7100;58;10;"voice"
50.1500;50.5470;58;10;"piano"
50.1500;50.5470;46;10;"piano"
50.7100;52.7500;63;3;"voice"
50.7100;52.7620;63;3;"piano"
50.7100;52.7620;51;3;"piano"
52.7500;53.6300;61;1;"voice"
52.7500;53.4520;61;1;"piano"
52.7500;53.4520;49;1;"piano"
53.6300;54.0950;62;2;"voice"
53.6300;55.0490;62;2;"piano"
53.6300;55.0490;50;2;"piano"
54.0900;54.3850;57;9;"voice"
54.4500;54.8100;54;6;"voice"
54.8100;56.8100;62;2;"voice"
56.6600;56.8120;62;2;"piano"
56.6600;56.8120;50;2;"piano"
56.8100;56.9020;66;6;"piano"
56.8100;56.9020;54;6;"piano"
56.9000;57.0250;69;9;"piano"
56.9000;57.0250;57;9;"piano"
57.0300;57.2350;74;2;"piano"
57.0300;57.2350;62;2;"piano"
57.2300;57.5350;69;9;"piano"
57.2300;57.5350;57;9;"piano"
57.5300;57.7750;66;6;"piano"
57.5300;57.7750;54;6;"piano"
57.7700;58.0750;62;2;"piano"
57.7700;58.0750;50;2;"piano"
58.0700;58.3750;61;1;"piano"
58.0700;58.3750;49;1;"piano"
58.3700;58.6700;57;9;"voice"
58.3700;58.6540;60;0;"piano"
58.3700;58.6540;48;0;"piano"
58.6700;59.2700;58;10;"voice"
58.6700;59.2700;58;10;"piano"
58.6700;59.2700;63;3;"piano"
58.6700;59.2700;46;10;"piano"
58.6700;59.2700;55;7;"piano"
59.2700;59.5100;59;11;"voice"
59.5100;59.9600;58;10;"voice"
59.5100;60.1100;56;8;"piano"
59.5100;60.1100;62;2;"piano"
59.5100;60.1100;46;10;"piano"
59.5100;60.1100;53;5;"piano"
59.9600;60.1100;59;11;"voice"
60.1100;60.2270;58;10;"voice"
60.2270;60.3500;59;11;"voice"
60.3500;60.9500;58;10;"voice"
60.3500;60.9500;55;7;"piano"
60.3500;60.9500;63;3;"piano"
60.3500;60.9500;39;3;"piano"
60.3500;60.9500;51;3;"piano"
60.9500;61.2500;55;7;"voice"
61.2500;61.8500;61;1;"piano"
61.2500;61.8500;67;7;"piano"
61.2500;61.8500;51;3;"piano"
61.2500;61.8500;58;10;"piano"
61.8500;62.1900;55;7;"voice"
62.1900;62.4950;62;2;"voice"
62.1900;62.7900;62;2;"piano"
62.1900;62.7900;67;7;"piano"
62.1900;62.7900;75;3;"piano"
62.1900;62.7900;47;11;"piano"
62.1900;62.7900;55;7;"piano"
62.4900;62.7740;59;11;"voice"
62.7900;63.0300;55;7;"voice"
63.0300;63.1820;55;7;"voice"
63.0300;63.5300;64;4;"piano"
63.0300;63.5300;67;7;"piano"
63.0300;63.5300;76;4;"piano"
63.0300;63.5300;48;0;"piano"
63.0300;63.5300;55;7;"piano"
63.0300;63.5300;60;0;"piano"
63.1800;63.3320;57;9;"voice"
63.3300;63.4660;59;11;"voice"
63.4650;63.5210;60;0;"voice"
63.5300;63.6820;62;2;"voice"
63.6800;63.8210;64;4;"voice"
63.8300;64.3900;62;2;"voice"
63.8300;63.9820;71;11;"piano"
63.8300;64.1300;50;2;"piano"
63.8300;64.1300;55;7;"piano"
63.8300;64.1300;59;11;"piano"
63.9800;64.1320;74;2;"piano"
64.1300;64.2820;79;7;"piano"
64.1300;64.3900;50;2;"piano"
64.1300;64.3900;55;7;"piano"
64.1300;64.3900;59;11;"piano"
64.1300;64.3900;62;2;"piano"
64.2800;64.3810;83;11;"piano"
64.3900;64.6900;54;6;"voice"
64.3900;64.5420;78;6;"piano"
64.3900;64.6900;50;2;"piano"
64.3900;64.6900;57;9;"piano"
64.3900;64.6900;60;0;"piano"
64.3900;64.6900;62;2;"piano"
64.5400;64.6810;86;2;"piano"
64.6900;65.3900;55;7;"voice"
64.6900;65.0900;79;7;"piano"
64.6900;65.0900;55;7;"piano"
64.6900;65.0900;59;11;"piano"
64.6900;65.0900;62;2;"piano"
65.2400;65.3920;55;7;"piano"
65.2400;65.3920;43;7;"piano"
65.3900;65.5420;58;10;"piano"
65.3900;65.5420;46;10;"piano"
65.5400;65.6610;62;2;"piano"
65.5400;65.6610;50;2;"piano"
65.6700;65.9550;67;7;"piano"
65.6700;65.9550;55;7;"piano"
65.9500;66.1750;62;2;"piano"
65.9500;66.1750;50;2;"piano"
66.1700;66.4550;60;0;"piano"
66.1700;66.4550;48;0;"piano"
66.4500;66.7550;58;10;"piano"
66.4500;66.7550;46;10;"piano"
66.7500;67.0550;57;9;"piano"
66.7500;67.0550;45;9;"piano"
67.0500;67.5300;55;7;"voice"
67.0500;67.4810;55;7;"piano"
67.0500;67.4120;43;7;"piano"
67.4120;67.5300;54;6;"piano"
67.5300;67.8350;60;0;"voice"
67.5300;68.4270;51;3;"piano"
67.5300;67.5960;39;3;"piano"
67.5300;67.5960;42;6;"piano"
67.6120;67.6770;41;5;"piano"
67.6940;67.7600;39;3;"piano"
67.7760;67.8420;41;5;"piano"
67.8300;68.2540;58;10;"voice"
67.8580;67.9920;39;3;"piano"
68.0400;68.1060;41;5;"piano"
68.1220;68.2240;39;3;"piano"
68.2440;68.3100;41;5;"piano"
68.2700;68.7100;57;9;"voice"
68.3260;68.3920;39;3;"piano"
68.4080;68.4250;41;5;"piano"
68.4270;68.7100;50;2;"piano"
68.4270;68.7100;38;2;"piano"
68.4760;68.7100;51;3;"piano"
68.4760;68.7100;39;3;"piano"
68.5210;68.7100;54;6;"piano"
68.5210;68.7100;42;6;"piano"
68.7100;69.0350;55;7;"voice"
68.7100;68.9770;55;7;"piano"
68.7100;68.9770;43;7;"piano"
69.0300;69.3140;57;9;"voice"
69.3300;69.6700;58;10;"voice"
69.5810;69.6700;54;6;"piano"
69.6700;69.9750;60;0;"voice"
69.6700;70.5870;51;3;"piano"
69.6700;69.7360;39;3;"piano"
69.6700;69.7170;42;6;"piano"
69.7520;69.8170;41;5;"piano"
69.8340;69.9000;39;3;"piano"
69.9160;69.9820;41;5;"piano"
69.9700;70.3340;58;10;"voice"
69.9980;70.0640;39;3;"piano"
70.0800;70.1460;41;5;"piano"
70.1620;70.3010;39;3;"piano"
70.3240;70.4300;41;5;"piano"
70.3500;70.7900;57;9;"voice"
70.4620;70.5520;39;3;"piano"
70.5680;70.5850;41;5;"piano"
70.5870;70.7900;50;2;"piano"
70.5870;70.7900;38;2;"piano"
70.6360;70.7900;51;3;"piano"
70.6360;70.7900;39;3;"piano"
70.7210;70.7900;54;6;"piano"
70.7210;70.7900;42;6;"piano"
70.7900;71.0950;55;7;"voice"
70.7900;71.0570;55;7;"piano"
70.7900;71.0570;43;7;"piano"
71.0900;71.3740;58;10;"voice"
71.3900;72.0100;60;0;"voice"
72.0100;72.4100;62;2;"voice"
72.0100;72.4200;62;2;"piano"
72.0100;72.4200;50;2;"piano"
72.4100;72.8300;60;0;"voice"
72.4100;72.8350;60;0;"piano"
72.4100;72.8350;48;0;"piano"
72.8300;73.5700;58;10;"voice"
72.8300;73.4400;58;10;"piano"
72.8300;73.4400;46;10;"piano"
73.5700;75.5300;63;3;"voice"
73.5700;75.5420;63;3;"piano"
73.5700;75.5420;51;3;"piano"
75.5300;76.1500;61;1;"voice"
75.5300;76.0310;61;1;"piano"
75.5300;76.0310;49;1;"piano"
76.1500;76.9150;62;2;"voice"
76.1500;77.7490;62;2;"piano"
76.1500;77.7490;50;2;"piano"
76.9100;77.1940;57;9;"voice"
77.2100;77.5100;54;6;"voice"
77.5100;79.6500;62;2;"voice"
79.5000;79.6520;75;3;"piano"
79.5000;79.6520;63;3;"piano"
79.6500;79.8020;74;2;"piano"
79.6500;79.8020;62;2;"piano"
79.8000;80.1010;75;3;"piano"
79.8000;80.1010;63;3;"piano"
80.1100;80.3950;74;2;"piano"
80.1100;80.3950;62;2;"piano"
80.3900;80.6550;69;9;"piano"
80.3900;80.6550;57;9;"piano"
80.6500;80.8750;66;6;"piano"
80.6500;80.8750;54;6;"piano"
80.8700;81.1350;62;2;"piano"
80.8700;81.1350;50;2;"piano"
81.1300;81.4350;61;1;"piano"
81.1300;81.4350;49;1;"piano"
81.4300;81.7300;57;9;"voice"
81.4300;81.7140;60;0;"piano"
81.4300;81.7140;48;0;"piano"
81.7300;82.3300;58;10;"voice"
81.7300;82.3300;58;10;"piano"
81.7300;82.3300;63;3;"piano"
81.7300;82.3300;46;10;"piano"
81.7300;82.3300;55;7;"piano"
82.3300;82.6300;59;11;"voice"
82.6300;83.0600;58;10;"voice"
82.6300;83.2100;56;8;"piano"
82.6300;83.2100;62;2;"piano"
82.6300;83.2100;46;10;"piano"
82.6300;83.2100;53;5;"piano"
83.0600;83.2100;59;11;"voice"
83.2100;83.3600;58;10;"voice"
83.3600;83.5300;59;11;"voice"
83.5300;84.1300;58;10;"voice"
83.5300;84.1300;55;7;"piano"
83.5300;84.1300;63;3;"piano"
83.5300;84.1300;39;3;"piano"
83.5300;84.1300;51;3;"piano"
84.1300;84.4300;55;7;"voice"
84.4300;85.0300;56;8;"piano"
84.4300;85.0300;59;11;"piano"
84.4300;85.0300;65;5;"piano"
84.4300;85.0300;49;1;"piano"
85.0300;85.3300;59;11;"voice"
85.3300;85.9300;60;0;"voice"
85.3300;85.9300;60;0;"piano"
85.3300;85.9300;65;5;"piano"
