start;end;pitch;pitchclass;instrument
6.0025;6.0391;57;9;"piano"
6.0025;6.0391;45;9;"piano"
6.0472;6.1100;58;10;"piano"
6.0472;6.1100;46;10;"piano"
6.1263;6.1773;57;9;"piano"
6.1263;6.1773;45;9;"piano"
6.1827;6.2338;58;10;"piano"
6.1827;6.2338;46;10;"piano"
6.2363;6.3300;55;7;"piano"
6.2363;6.3300;43;7;"piano"
6.2831;6.3300;57;9;"piano"
6.2856;6.3300;45;9;"piano"
6.3300;6.7369;55;7;"piano"
6.3300;6.7369;43;7;"piano"
6.7600;6.9113;57;9;"piano"
6.7600;6.9113;45;9;"piano"
6.9100;7.0025;55;7;"piano"
6.9100;7.0025;43;7;"piano"
7.0000;7.0563;57;9;"piano"
7.0000;7.0563;45;9;"piano"
7.1500;7.2156;55;7;"piano"
7.1500;7.1944;57;9;"piano"
7.1500;7.2156;43;7;"piano"
7.1500;7.1944;45;9;"piano"
7.2319;7.2975;58;10;"piano"
7.2319;7.2413;57;9;"piano"
7.2319;7.2975;46;10;"piano"
7.2319;7.2413;45;9;"piano"
7.3144;7.3800;57;9;"piano"
7.3144;7.3800;45;9;"piano"
7.3963;7.4619;58;10;"piano"
7.3963;7.4619;46;10;"piano"
7.4781;7.5438;57;9;"piano"
7.4781;7.5438;45;9;"piano"
7.5600;7.6256;58;10;"piano"
7.5600;7.6256;46;10;"piano"
7.6425;7.7081;57;9;"piano"
7.6425;7.7081;45;9;"piano"
7.7244;7.7900;58;10;"piano"
7.7244;7.7900;46;10;"piano"
7.8063;7.8719;57;9;"piano"
7.8063;7.8719;45;9;"piano"
7.8881;7.9538;58;10;"piano"
7.8881;7.9538;46;10;"piano"
7.9563;8.0500;55;7;"piano"
7.9563;8.0500;43;7;"piano"
8.0031;8.0500;57;9;"piano"
8.0031;8.0500;45;9;"piano"
8.0500;8.3338;55;7;"piano"
8.0500;8.3338;43;7;"piano"
8.6300;8.9700;50;2;"voice"
8.6300;8.9750;62;2;"piano"
8.6300;8.9750;50;2;"piano"
8.9700;9.2350;58;10;"voice"
8.9700;9.2350;70;10;"piano"
8.9700;9.2350;58;10;"piano"
9.2300;9.4938;57;9;"voice"
9.2300;9.5150;69;9;"piano"
9.2300;9.5150;57;9;"piano"
9.5100;9.8100;55;7;"voice"
9.5100;9.8150;67;7;"piano"
9.5100;9.8150;55;7;"piano"
9.8100;10.1150;54;6;"voice"
9.8100;10.1150;66;6;"piano"
9.8100;10.1150;54;6;"piano"
10.1100;10.3740;57;9;"voice"
10.1100;10.3950;69;9;"piano"
10.1100;10.3950;57;9;"piano"
10.3900;10.7100;58;10;"voice"
10.3900;10.6410;70;10;"piano"
10.3900;10.6200;58;10;"piano"
10.6200;10.7100;57;9;"piano"
10.6410;10.7100;69;9;"piano"
10.7100;11.0350;60;0;"voice"
10.7100;11.0060;72;0;"piano"
10.7100;11.0060;60;0;"piano"
11.0300;11.3140;58;10;"voice"
11.0300;11.3350;70;10;"piano"
11.0300;11.3350;58;10;"piano"
11.3300;11.5900;57;9;"voice"
11.3300;11.5950;69;9;"piano"
11.3300;11.5950;57;9;"piano"
11.5900;11.8700;55;7;"voice"
11.5900;11.8750;67;7;"piano"
11.5900;11.8750;55;7;"piano"
11.8700;12.1700;58;10;"voice"
11.8700;12.1800;70;10;"piano"
11.8700;12.1800;58;10;"piano"
12.1700;12.5100;60;0;"voice"
12.1700;12.4940;72;0;"piano"
12.1700;12.4940;60;0;"piano"
12.5100;12.8150;62;2;"voice"
12.5100;12.8150;74;2;"piano"
12.5100;12.8150;62;2;"piano"
12.8100;13.0940;60;0;"voice"
12.8100;13.1150;72;0;"piano"
12.8100;13.1150;60;0;"piano"
13.1100;13.5300;58;10;"voice"
13.1100;13.5350;70;10;"piano"
13.1100;13.5350;58;10;"piano"
13.5300;13.8350;63;3;"voice"
13.5300;13.8350;75;3;"piano"
13.5300;13.8350;63;3;"piano"
13.8300;14.1250;62;2;"voice"
13.8300;14.1950;74;2;"piano"
13.8300;14.1950;62;2;"piano"
14.1900;14.6700;61;1;"voice"
14.1900;14.5890;73;1;"piano"
14.1900;14.5890;61;1;"piano"
14.6700;14.9750;62;2;"voice"
14.6700;16.9800;74;2;"piano"
14.6700;16.9800;62;2;"piano"
14.9700;15.3450;57;9;"voice"
15.4100;15.9700;54;6;"voice"
15.9700;17.1900;62;2;"voice"
16.9800;17.1930;62;2;"piano"
16.9800;17.1930;50;2;"piano"
17.1900;17.3430;66;6;"piano"
17.1900;17.3430;54;6;"piano"
17.3400;17.4210;69;9;"piano"
17.3400;17.4210;57;9;"piano"
17.4300;17.7150;74;2;"piano"
17.4300;17.7150;62;2;"piano"
17.7100;18.0150;69;9;"piano"
17.7100;18.0150;57;9;"piano"
18.0100;18.2750;66;6;"piano"
18.0100;18.2750;54;6;"piano"
18.2700;18.5750;62;2;"piano"
18.2700;18.5750;50;2;"piano"
18.5700;18.8750;61;1;"piano"
18.5700;18.8750;49;1;"piano"
18.8700;19.2500;57;9;"voice"
18.8700;19.1690;60;0;"piano"
18.8700;19.1690;48;0;"piano"
19.2500;19.7900;58;10;"voice"
19.2500;19.7900;58;10;"piano"
19.2500;19.7900;62;2;"piano"
19.2500;19.7900;46;10;"piano"
19.2500;19.7900;53;5;"piano"
19.7900;20.0900;62;2;"voice"
20.0900;20.5400;60;0;"voice"
20.0900;20.6900;57;9;"piano"
20.0900;20.6900;63;3;"piano"
20.0900;20.6900;46;10;"piano"
20.0900;20.6900;54;6;"piano"
20.5400;20.6900;60;0;"voice"
20.6900;20.8400;58;10;"voice"
20.8400;20.9900;57;9;"voice"
20.9900;21.2500;58;10;"voice"
20.9900;21.5500;58;10;"piano"
20.9900;21.5500;62;2;"piano"
20.9900;21.5500;46;10;"piano"
20.9900;21.5500;53;5;"piano"
21.2500;21.5500;53;5;"voice"
21.5500;21.8300;62;2;"voice"
21.8300;22.1150;62;2;"voice"
21.8300;22.3950;41;5;"piano"
21.8300;22.3950;50;2;"piano"
21.8300;22.3950;53;5;"piano"
22.0650;22.1100;62;2;"piano"
22.1100;22.3910;65;5;"voice"
22.1100;22.3910;74;2;"piano"
22.3950;22.6500;62;2;"voice"
22.6500;22.9350;62;2;"voice"
22.6500;23.2300;43;7;"piano"
22.6500;23.2300;50;2;"piano"
22.6500;23.2300;53;5;"piano"
22.8810;22.9300;62;2;"piano"
22.9300;23.2140;65;5;"voice"
22.9300;23.2140;74;2;"piano"
23.2300;23.5100;62;2;"voice"
23.5100;23.7980;62;2;"voice"
23.5100;24.0500;45;9;"piano"
23.5100;24.0500;50;2;"piano"
23.5100;24.0500;53;5;"piano"
23.7630;23.7970;69;9;"piano"
23.7970;24.0340;64;4;"voice"
23.7970;24.0030;81;9;"piano"
24.0030;24.0500;69;9;"piano"
24.0500;24.3500;61;1;"voice"
24.0500;24.2890;81;9;"piano"
24.0500;24.3500;45;9;"piano"
24.0500;24.3500;52;4;"piano"
24.0500;24.3500;55;7;"piano"
24.2890;24.3500;69;9;"piano"
24.3500;25.6100;62;2;"voice"
24.3500;24.6170;81;9;"piano"
24.3500;24.6400;50;2;"piano"
24.3500;24.6400;53;5;"piano"
24.6400;24.7930;74;2;"piano"
24.6400;24.7930;62;2;"piano"
24.7900;24.9430;69;9;"piano"
24.7900;24.9430;57;9;"piano"
24.9400;25.0410;65;5;"piano"
24.9400;25.0410;53;5;"piano"
25.0500;25.3550;62;2;"piano"
25.0500;25.3550;50;2;"piano"
25.3500;25.5030;60;0;"piano"
25.3500;25.5030;48;0;"piano"
25.5000;25.6130;58;10;"piano"
25.5000;25.6130;46;10;"piano"
25.6100;25.9100;50;2;"voice"
25.6100;25.7630;57;9;"piano"
25.6100;25.7630;45;9;"piano"
25.7600;25.9010;58;10;"piano"
25.7600;25.9010;46;10;"piano"
25.9100;26.2150;52;4;"voice"
25.9100;26.2100;55;7;"piano"
25.9100;26.2100;43;7;"piano"
25.9900;26.2100;46;10;"piano"
26.0690;26.2100;52;4;"piano"
26.2100;26.4940;58;10;"voice"
26.2100;26.5100;55;7;"piano"
26.2900;26.5100;58;10;"piano"
26.3690;26.5100;64;4;"piano"
26.5100;26.7610;52;4;"voice"
26.7610;26.8100;55;7;"voice"
26.8100;27.0540;53;5;"voice"
26.8100;27.0700;45;9;"piano"
26.8770;27.0700;48;0;"piano"
26.9290;27.0700;53;5;"piano"
27.0700;27.3850;53;5;"voice"
27.0700;27.3100;57;9;"piano"
27.0900;27.3100;60;0;"piano"
27.1690;27.3100;65;5;"piano"
27.3850;27.5100;53;5;"voice"
27.5100;27.8150;52;4;"voice"
27.5100;27.8100;43;7;"piano"
27.5900;27.8100;46;10;"piano"
27.6690;27.8100;52;4;"piano"
27.8100;28.0940;58;10;"voice"
27.8100;28.1100;55;7;"piano"
27.8900;28.1100;58;10;"piano"
27.9690;28.1100;64;4;"piano"
28.1100;28.2630;52;4;"voice"
28.2630;28.3000;55;7;"voice"
28.3000;28.5740;53;5;"voice"
28.3000;28.5900;45;9;"piano"
28.3700;28.5900;48;0;"piano"
28.4490;28.5900;53;5;"piano"
28.5900;28.8900;53;5;"voice"
28.5900;28.8900;57;9;"piano"
28.6700;28.8900;60;0;"piano"
28.7490;28.8900;65;5;"piano"
29.0070;29.1500;53;5;"voice"
29.1500;29.4550;54;6;"voice"
29.1500;29.4500;45;9;"piano"
29.2300;29.4500;48;0;"piano"
29.3090;29.4500;54;6;"piano"
29.4500;29.7340;60;0;"voice"
29.4500;29.7500;57;9;"piano"
29.5300;29.7500;60;0;"piano"
29.6090;29.7500;66;6;"piano"
29.7500;29.9300;54;6;"voice"
29.9300;30.2350;55;7;"voice"
29.9300;30.2300;46;10;"piano"
30.0100;30.2300;50;2;"piano"
30.0890;30.2300;55;7;"piano"
30.2300;30.5140;62;2;"voice"
30.2300;30.5300;58;10;"piano"
30.3100;30.5300;62;2;"piano"
30.3890;30.5300;67;7;"piano"
30.5300;30.8100;55;7;"voice"
30.8100;30.9630;54;6;"voice"
30.8100;31.1100;45;9;"piano"
30.8900;31.1100;48;0;"piano"
30.9600;31.1130;63;3;"voice"
30.9690;31.1100;54;6;"piano"
31.1100;31.2630;62;2;"voice"
31.1100;31.4100;57;9;"piano"
31.1900;31.4100;60;0;"piano"
31.2600;31.4010;60;0;"voice"
31.2690;31.4100;66;6;"piano"
31.4100;31.5230;58;10;"voice"
31.5200;31.6610;57;9;"voice"
31.6700;32.2500;55;7;"voice"
31.6700;31.9500;46;10;"piano"
31.7500;31.9500;50;2;"piano"
31.8290;31.9500;55;7;"piano"
31.9500;32.2500;58;10;"piano"
32.0300;32.2500;62;2;"piano"
32.1090;32.2500;67;7;"piano"
32.2500;32.5900;55;7;"voice"
32.5900;32.8950;55;7;"voice"
32.5900;33.4500;47;11;"piano"
32.5900;33.4500;53;5;"piano"
32.5900;33.4500;55;7;"piano"
32.8150;32.8900;68;8;"piano"
32.8900;33.1340;62;2;"voice"
32.8900;33.4190;67;7;"piano"
33.1500;33.4500;55;7;"voice"
33.4500;33.9070;63;3;"voice"
33.4500;34.2900;48;0;"piano"
33.4500;34.2900;51;3;"piano"
33.4500;34.2900;55;7;"piano"
33.6750;33.7500;68;8;"piano"
33.7500;34.2590;67;7;"piano"
33.9000;34.0010;62;2;"voice"
34.0100;34.2900;60;0;"voice"
34.2900;34.5750;58;10;"voice"
34.2900;35.1300;52;4;"piano"
34.2900;35.1300;58;10;"piano"
34.2900;35.1300;60;0;"piano"
34.4950;34.5700;73;1;"piano"
34.5700;34.7220;60;0;"voice"
34.5700;35.0990;72;0;"piano"
34.7200;34.8610;58;10;"voice"
34.8700;34.9830;56;8;"voice"
34.9800;35.1210;55;7;"voice"
35.1300;35.4300;53;5;"voice"
35.1300;35.9700;53;5;"piano"
35.1300;35.9700;56;8;"piano"
35.1300;35.9700;60;0;"piano"
35.3550;35.4300;73;1;"piano"
35.4300;35.6850;56;8;"voice"
35.4300;35.9390;72;0;"piano"
35.6850;35.9700;60;0;"voice"
35.9700;36.2750;60;0;"voice"
35.9700;36.5700;51;3;"piano"
35.9700;36.5700;60;0;"piano"
35.9700;36.5700;63;3;"piano"
36.2090;36.2700;72;0;"piano"
36.2700;36.5540;63;3;"voice"
36.2700;36.5540;84;0;"piano"
36.5700;36.7900;60;0;"voice"
36.7900;37.0950;60;0;"voice"
36.7900;37.3100;53;5;"piano"
36.7900;37.3100;60;0;"piano"
36.7900;37.3100;63;3;"piano"
37.0290;37.0900;72;0;"piano"
37.0900;37.2940;63;3;"voice"
37.0900;37.2940;84;0;"piano"
37.3100;37.5900;60;0;"voice"
37.5900;38.0470;60;0;"voice"
37.5900;38.1300;55;7;"piano"
37.5900;38.1300;60;0;"piano"
37.5900;38.1300;63;3;"piano"
37.8220;37.8900;79;7;"piano"
37.8900;38.0830;91;7;"piano"
38.0400;38.1210;62;2;"voice"
38.0830;38.1300;79;7;"piano"
38.1300;38.4300;59;11;"voice"
38.1300;38.3620;91;7;"piano"
38.1300;38.4300;55;7;"piano"
38.1300;38.4300;62;2;"piano"
38.1300;38.4300;65;5;"piano"
38.3620;38.4300;79;7;"piano"
38.4300;39.0100;60;0;"voice"
38.4300;38.7140;91;7;"piano"
38.4300;38.7300;60;0;"piano"
38.4300;38.7300;63;3;"piano"
38.8800;39.0130;62;2;"piano"
38.8800;39.0130;50;2;"piano"
39.0100;39.1050;66;6;"piano"
39.0100;39.1050;54;6;"piano"
39.1040;39.1920;69;9;"piano"
39.1040;39.1920;57;9;"piano"
39.1900;39.4550;72;0;"piano"
39.1900;39.4550;60;0;"piano"
39.4500;39.7550;69;9;"piano"
39.4500;39.7550;57;9;"piano"
39.7500;39.9950;66;6;"piano"
39.7500;39.9950;54;6;"piano"
39.9900;40.4170;62;2;"piano"
39.9900;40.4170;50;2;"piano"
40.4400;40.5920;75;3;"piano"
40.4400;40.5920;63;3;"piano"
40.5900;40.7420;74;2;"piano"
40.5900;40.7420;62;2;"piano"
40.7400;40.8010;75;3;"piano"
40.7400;40.8010;63;3;"piano"
40.8100;41.2270;74;2;"piano"
40.8100;41.2270;62;2;"piano"
41.2200;41.3720;72;0;"piano"
41.2200;41.3720;60;0;"piano"
41.3700;41.5130;69;9;"piano"
41.3700;41.5130;57;9;"piano"
41.5120;41.6010;66;6;"piano"
41.5120;41.6010;54;6;"piano"
41.6100;42.2100;62;2;"piano"
41.6100;42.2100;50;2;"piano"
42.2100;42.5500;50;2;"voice"
42.2100;42.5590;50;2;"piano"
42.2100;42.5590;38;2;"piano"
42.5500;42.8650;58;10;"voice"
42.5500;42.8270;58;10;"piano"
42.5500;42.8270;46;10;"piano"
42.8500;43.1740;57;9;"voice"
42.8500;43.1990;57;9;"piano"
42.8500;43.1990;45;9;"piano"
43.1900;43.5100;55;7;"voice"
43.1900;43.5190;55;7;"piano"
43.1900;43.5190;43;7;"piano"
43.5100;43.8550;54;6;"voice"
43.5100;43.8590;54;6;"piano"
43.5100;43.8590;42;6;"piano"
43.8500;44.1370;57;9;"voice"
43.8500;44.1790;57;9;"piano"
43.8500;44.1790;45;9;"piano"
44.1700;44.5700;58;10;"voice"
44.1700;44.4210;58;10;"piano"
44.1700;44.4210;46;10;"piano"
44.4210;44.5700;57;9;"piano"
44.4210;44.5700;45;9;"piano"
44.5700;44.8750;60;0;"voice"
44.5700;44.8470;60;0;"piano"
44.5700;44.8470;48;0;"piano"
44.8700;45.1540;58;10;"voice"
44.8700;45.1790;58;10;"piano"
44.8700;45.1790;46;10;"piano"
45.1700;45.4700;57;9;"voice"
45.1700;45.4790;57;9;"piano"
45.1700;45.4790;45;9;"piano"
45.4700;45.7750;55;7;"voice"
45.4700;45.7790;55;7;"piano"
45.4700;45.7790;43;7;"piano"
45.7700;46.0940;58;10;"voice"
45.7700;46.1190;58;10;"piano"
45.7700;46.1190;46;10;"piano"
46.1100;46.4100;60;0;"voice"
46.1100;46.3770;60;0;"piano"
46.1100;46.3770;48;0;"piano"
46.4100;46.7700;62;2;"voice"
46.4100;46.7800;62;2;"piano"
46.4100;46.7800;50;2;"piano"
46.7700;47.3500;60;0;"voice"
46.7700;47.3550;60;0;"piano"
46.7700;47.3550;48;0;"piano"
47.3500;47.8900;58;10;"voice"
47.3500;47.7760;58;10;"piano"
47.3500;47.7760;46;10;"piano"
47.8900;49.6700;63;3;"voice"
47.8900;49.6820;63;3;"piano"
47.8900;49.6820;51;3;"piano"
49.6700;50.4100;61;1;"voice"
49.6700;50.1490;61;1;"piano"
49.6700;50.1490;49;1;"piano"
50.4100;50.7150;62;2;"voice"
50.4100;51.6490;62;2;"piano"
50.4100;51.6490;50;2;"piano"
50.7100;51.0010;57;9;"voice"
51.0500;51.4100;54;6;"voice"
51.4100;52.7900;62;2;"voice"
52.6400;52.7920;62;2;"piano"
52.6400;52.7920;50;2;"piano"
52.7900;52.9020;66;6;"piano"
52.7900;52.9020;54;6;"piano"
52.9000;52.9810;69;9;"piano"
52.9000;52.9810;57;9;"piano"
52.9900;53.2950;74;2;"piano"
52.9900;53.2950;62;2;"piano"
53.2900;53.5750;69;9;"piano"
53.2900;53.5750;57;9;"piano"
53.5700;53.8350;66;6;"piano"
53.5700;53.8350;54;6;"piano"
53.8300;54.1550;62;2;"piano"
53.8300;54.1550;50;2;"piano"
54.1500;54.4550;61;1;"piano"
54.1500;54.4550;49;1;"piano"
54.4500;54.7700;57;9;"voice"
54.4500;54.7540;60;0;"piano"
54.4500;54.7540;48;0;"piano"
54.7700;55.3700;58;10;"voice"
54.7700;55.3700;58;10;"piano"
54.7700;55.3700;63;3;"piano"
54.7700;55.3700;46;10;"piano"
54.7700;55.3700;55;7;"piano"
55.3700;55.7100;59;11;"voice"
55.7100;56.1600;58;10;"voice"
55.7100;56.3100;56;8;"piano"
55.7100;56.3100;62;2;"piano"
55.7100;56.3100;46;10;"piano"
55.7100;56.3100;53;5;"piano"
56.1600;56.3100;59;11;"voice"
56.3100;56.4600;58;10;"voice"
56.4600;56.6300;59;11;"voice"
56.6300;57.2300;58;10;"voice"
56.6300;57.2300;55;7;"piano"
56.6300;57.2300;63;3;"piano"
56.6300;57.2300;39;3;"piano"
56.6300;57.2300;51;3;"piano"
57.2300;57.5100;55;7;"voice"
57.5100;58.0900;61;1;"piano"
57.5100;58.0900;67;7;"piano"
57.5100;58.0900;51;3;"piano"
57.5100;58.0900;58;10;"piano"
58.0900;58.3900;55;7;"voice"
58.3900;58.6950;62;2;"voice"
58.3900;58.9900;62;2;"piano"
58.3900;58.9900;67;7;"piano"
58.3900;58.9900;75;3;"piano"
58.3900;58.9900;47;11;"piano"
58.3900;58.9900;55;7;"piano"
58.6900;58.9740;59;11;"voice"
58.9900;59.2500;55;7;"voice"
59.2500;59.4020;55;7;"voice"
59.2500;59.8500;64;4;"piano"
59.2500;59.8500;67;7;"piano"
59.2500;59.8500;76;4;"piano"
59.2500;59.8500;48;0;"piano"
59.2500;59.8500;55;7;"piano"
59.2500;59.8500;60;0;"piano"
59.4000;59.5520;57;9;"voice"
59.5500;59.7020;59;11;"voice"
59.7000;59.8410;60;0;"voice"
59.8500;59.9810;62;2;"voice"
59.9800;60.1010;64;4;"voice"
60.1100;60.6700;62;2;"voice"
60.1100;60.2270;71;11;"piano"
60.1100;60.3700;50;2;"piano"
60.1100;60.3700;55;7;"piano"
60.1100;60.3700;59;11;"piano"
60.2270;60.3720;74;2;"piano"
60.3700;60.5220;79;7;"piano"
60.3700;60.6700;50;2;"piano"
60.3700;60.6700;55;7;"piano"
60.3700;60.6700;59;11;"piano"
60.3700;60.6700;62;2;"piano"
60.5200;60.6610;83;11;"piano"
60.6700;60.9100;54;6;"voice"
60.6700;60.7620;78;6;"piano"
60.6700;60.9100;50;2;"piano"
60.6700;60.9100;57;9;"piano"
60.6700;60.9100;60;0;"piano"
60.6700;60.9100;62;2;"piano"
60.7600;60.9010;86;2;"piano"
60.9100;61.5100;55;7;"voice"
60.9100;61.2100;79;7;"piano"
60.9100;61.2100;55;7;"piano"
60.9100;61.2100;59;11;"piano"
60.9100;61.2100;62;2;"piano"
61.3600;61.5120;55;7;"piano"
61.3600;61.5120;43;7;"piano"
61.5100;61.5820;58;10;"piano"
61.5100;61.5820;46;10;"piano"
61.5800;61.7010;62;2;"piano"
61.5800;61.7010;50;2;"piano"
61.7100;61.9950;67;7;"piano"
61.7100;61.9950;55;7;"piano"
61.9900;62.2950;62;2;"piano"
61.9900;62.2950;50;2;"piano"
62.2900;62.5950;60;0;"piano"
62.2900;62.5950;48;0;"piano"
62.5900;62.8550;58;10;"piano"
62.5900;62.8550;46;10;"piano"
62.8500;63.1150;57;9;"piano"
62.8500;63.1150;45;9;"piano"
63.1100;63.4100;55;7;"voice"
63.1100;63.3940;55;7;"piano"
63.1100;63.3320;43;7;"piano"
63.3320;63.4100;54;6;"piano"
63.4100;63.7150;60;0;"voice"
63.4100;64.1670;51;3;"piano"
63.4100;63.4760;39;3;"piano"
63.4100;63.4760;42;6;"piano"
63.4920;63.5570;41;5;"piano"
63.5740;63.6400;39;3;"piano"
63.6560;63.7220;41;5;"piano"
63.7100;63.9940;58;10;"voice"
63.7380;63.8040;39;3;"piano"
63.8200;63.8860;41;5;"piano"
63.9020;63.9680;39;3;"piano"
63.9840;64.0500;41;5;"piano"
64.0100;64.3100;57;9;"voice"
64.0660;64.1320;39;3;"piano"
64.1480;64.1650;41;5;"piano"
64.1670;64.3100;50;2;"piano"
64.1670;64.3100;38;2;"piano"
64.2160;64.3100;51;3;"piano"
64.2160;64.3100;39;3;"piano"
64.2610;64.3100;54;6;"piano"
64.2610;64.3100;42;6;"piano"
64.3100;64.6150;55;7;"voice"
64.3100;64.5770;55;7;"piano"
64.3100;64.5770;43;7;"piano"
64.6100;64.8140;57;9;"voice"
64.8300;65.1900;58;10;"voice"
65.1410;65.1900;54;6;"piano"
65.1900;65.4950;60;0;"voice"
65.1900;65.9470;51;3;"piano"
65.1900;65.2560;39;3;"piano"
65.1900;65.2370;42;6;"piano"
65.2720;65.3370;41;5;"piano"
65.3540;65.4200;39;3;"piano"
65.4360;65.5020;41;5;"piano"
65.4900;65.7740;58;10;"voice"
65.5180;65.5840;39;3;"piano"
65.6000;65.6660;41;5;"piano"
65.6820;65.7480;39;3;"piano"
65.7640;65.8300;41;5;"piano"
65.7900;66.0900;57;9;"voice"
65.8460;65.9120;39;3;"piano"
65.9280;65.9450;41;5;"piano"
65.9470;66.0900;50;2;"piano"
65.9470;66.0900;38;2;"piano"
65.9960;66.0900;51;3;"piano"
65.9960;66.0900;39;3;"piano"
66.0410;66.0900;54;6;"piano"
66.0410;66.0900;42;6;"piano"
66.0900;66.3950;55;7;"voice"
66.0900;66.3570;55;7;"piano"
66.0900;66.3570;43;7;"piano"
66.3900;66.6540;58;10;"voice"
66.6700;66.9500;60;0;"voice"
66.9500;67.2700;62;2;"voice"
66.9500;67.2750;62;2;"piano"
66.9500;67.2750;50;2;"piano"
67.2700;67.6500;60;0;"voice"
67.2700;67.6550;60;0;"piano"
67.2700;67.6550;48;0;"piano"
67.6500;68.3300;58;10;"voice"
67.6500;68.1510;58;10;"piano"
67.6500;68.1510;46;10;"piano"
68.3300;70.1500;63;3;"voice"
68.3300;70.1620;63;3;"piano"
68.3300;70.1620;51;3;"piano"
70.1500;70.5900;61;1;"voice"
70.1500;70.5420;61;1;"piano"
70.1500;70.5420;49;1;"piano"
70.5900;71.0150;62;2;"voice"
70.5900;72.3290;62;2;"piano"
70.5900;72.3290;50;2;"piano"
71.0100;71.3240;57;9;"voice"
71.4700;72.0900;54;6;"voice"
72.0900;73.3500;62;2;"voice"
72.7000;73.3520;75;3;"piano"
72.7000;73.3520;63;3;"piano"
73.3500;73.5020;74;2;"piano"
73.3500;73.5020;62;2;"piano"
73.5000;73.6210;75;3;"piano"
73.5000;73.6210;63;3;"piano"
73.6300;73.8950;74;2;"piano"
73.6300;73.8950;62;2;"piano"
73.8900;74.1550;69;9;"piano"
73.8900;74.1550;57;9;"piano"
74.1500;74.4350;66;6;"piano"
74.1500;74.4350;54;6;"piano"
74.4300;74.7400;62;2;"piano"
74.4300;74.7400;50;2;"piano"
74.7300;75.0600;61;1;"piano"
74.7300;75.0600;49;1;"piano"
75.0500;75.3700;57;9;"voice"
75.0500;75.3540;60;0;"piano"
75.0500;75.3540;48;0;"piano"
75.3700;75.9700;58;10;"voice"
75.3700;75.9700;58;10;"piano"
75.3700;75.9700;63;3;"piano"
75.3700;75.9700;46;10;"piano"
75.3700;75.9700;55;7;"piano"
75.9700;76.2700;59;11;"voice"
76.2700;76.7200;58;10;"voice"
76.2700;76.8700;56;8;"piano"
76.2700;76.8700;62;2;"piano"
76.2700;76.8700;46;10;"piano"
76.2700;76.8700;53;5;"piano"
76.7200;76.8700;59;11;"voice"
76.8700;77.0200;58;10;"voice"
77.0200;77.2300;59;11;"voice"
77.2300;77.8300;58;10;"voice"
77.2300;77.8300;55;7;"piano"
77.2300;77.8300;63;3;"piano"
77.2300;77.8300;39;3;"piano"
77.2300;77.8300;51;3;"piano"
77.8300;78.1300;55;7;"voice"
78.1300;78.7700;56;8;"piano"
78.1300;78.7700;59;11;"piano"
78.1300;78.7700;65;5;"piano"
78.1300;78.7700;49;1;"piano"
78.7700;79.0700;59;11;"voice"
79.0700;79.6900;60;0;"voice"
79.0700;79.6900;60;0;"piano"
79.0700;79.6900;65;5;"piano"
